#,STATE,STATE ABBREVIATION,DISTRICT,FEC ID,INCUMBENT INDICATOR,FIRST NAME,LAST NAME,"LAST NAME, FIRST",TOTAL VOTES,PARTY,PRIMARY,PRIMARY %,RUNOFF,RUNOFF %,GENERAL,GENERAL %,GE RUNOFF,GE RUNOFF %,"COMBINED GE PARTY TOTALS (NY, SC)","COMBINED % (NY, SC)",Notes (See Endnotes Tab)
1,Alabama,AL,01,H2AL01077,(I),Jo,Bonner,"Bonner, Jo",,REP,Unopposed,,,,112944,68.1037861566199%,,,,,
2,Alabama,AL,01,H6AL01052,,Vivian Sheffield,Beckerle,"Beckerle, Vivian Sheffield",,DEM,Unopposed,,,,52770,31.8196344691602%,,,,,
3,Alabama,AL,01,,,,Scattered,Scattered,,W,,,,,127,0.0765793742198853%,,,,,
4,Alabama,AL,01,,,,,,District Votes:,,,,,,165841,,,,,,
5,Alabama,AL,02,H2AL02067,(I),Terry,Everett,"Everett, Terry",,REP,Unopposed,,,,124302,69.4738960088085%,,,,,
6,Alabama,AL,02,H4AL02063,,Charles (Chuck) Dean,James,"James, Charles (Chuck) Dean",,DEM,36058,70.5995222618162%,,,54450,30.4327656649098%,,,,,
7,Alabama,AL,02,H6AL02134,,"John, Jr.",Morykwas,"Morykwas, John, Jr.",,DEM,15016,29.4004777381838%,,,,,,,,,
8,Alabama,AL,02,,,,,,Party Votes:,DEM,51074,,,,,,,,,,
9,Alabama,AL,02,,,,Scattered,Scattered,,W,,,,,167,0.0933383262817253%,,,,,
10,Alabama,AL,02,,,,,,District Votes:,,51074,,,,178919,,,,,,
11,Alabama,AL,03,H2AL03032,(I),Mike,Rogers,"Rogers, Mike",,REP,Unopposed,,,,98257,59.4412616983563%,,,,,
12,Alabama,AL,03,H6AL03140,,Greg A.,Pierce,"Pierce, Greg A.",,DEM,Unopposed,,,,63559,38.4504630945971%,,,,,
13,Alabama,AL,03,H6AL03132,,Mark Edwin,Layfield,"Layfield, Mark Edwin",,IND,,,,,3414,2.06532325878246%,,,,,
14,Alabama,AL,03,,,,Scattered,Scattered,,W,,,,,71,0.0429519482640758%,,,,,
15,Alabama,AL,03,,,,,,District Votes:,,,,,,165301,,,,,,
16,Alabama,AL,04,H6AL04098,(I),Robert B.,Aderholt,"Aderholt, Robert B.",,REP,Unopposed,,,,128484,70.1822233875197%,,,,,
17,Alabama,AL,04,H6AL04130,,Barbara,Bobo,"Bobo, Barbara",,DEM,Unopposed,,,,54382,29.7052525782206%,,,,,
18,Alabama,AL,04,,,,Scattered,Scattered,,W,,,,,206,0.112524034259745%,,,,,
19,Alabama,AL,04,,,,,,District Votes:,,,,,,183072,,,,,,
20,Alabama,AL,05,H0AL05049,(I),Bud,Cramer,"Cramer, Bud",,DEM,Unopposed,,,,143015,98.2549551715846%,,,,,
21,Alabama,AL,05,,,,Scattered,Scattered,,W,,,,,2540,1.74504482841538%,,,,,
22,Alabama,AL,05,,,,,,District Votes:,,,,,,145555,,,,,,
23,Alabama,AL,06,H2AL06035,(I),Spencer,Bachus,"Bachus, Spencer",,REP,Unopposed,,,,163514,98.3247143716176%,,,,,
24,Alabama,AL,06,,,,Scattered,Scattered,,W,,,,,2786,1.67528562838244%,,,,,
25,Alabama,AL,06,,,,,,District Votes:,,,,,,166300,,,,,,
26,Alabama,AL,07,H0AL07060,(I),Artur,Davis,"Davis, Artur",,DEM,93586,90.9096207646876%,,,133870,99.0426444911367%,,,,,
27,Alabama,AL,07,H6AL07166,,Eddison T.,Walters,"Walters, Eddison T.",,DEM,9358,9.0903792353124%,,,,,,,,,
28,Alabama,AL,07,,,,,,Party Votes:,DEM,102944,,,,,,,,,,
29,Alabama,AL,07,,,,Scattered,Scattered,,W,,,,,1294,0.957355508863307%,,,,,
30,Alabama,AL,07,,,,,,District Votes:,,102944,,,,135164,,,,,,
31,Alabama,AL,H,,,,,,House Votes:,,154018,,,,1140152,,,,,,
32,Alaska,AK,00,H6AK00045,(I),Don E.,Young,"Young, Don E.",,REP,81089,100%,,,132743,56.5718425706919%,,,,,
33,Alaska,AK,00,,,,,,Party Votes:,REP,81089,,,,,,,,,,
34,Alaska,AK,00,H6AK00144,,Diane E.,Benson,"Benson, Diane E.",,DEM,19421,47.8668079757474%,,,93879,40.0089496899572%,,,,,
35,Alaska,AK,00,H6AK00169,,Ray ,Metcalfe,"Metcalfe, Ray ",,DEM,16529,40.738915042023%,,,,,,,,,
36,Alaska,AK,00,H6AK00151,,Todd,Hyde,"Hyde, Todd",,DEM,2482,6.1173686934661%,,,,,,,,,
37,Alaska,AK,00,H6AK00136,,Frank,Vondersaar,"Vondersaar, Frank",,DEM,2141,5.27690828876346%,,,,,,,,,
38,Alaska,AK,00,,,,,,Party Votes:,DEM,40573,,,,,,,,,,
39,Alaska,AK,00,H6AK00193,,Alexander ,Crawford,"Crawford, Alexander ",,LBT,3176,82.2158943826042%,,,4029,1.71706194463978%,,,,,
40,Alaska,AK,00,H6AK00201,,Sol L. ,Gerstenfeld,"Gerstenfeld, Sol L. ",,LBT,687,17.7841056173958%,,,,,,,,,
41,Alaska,AK,00,,,,,,Party Votes:,LBT,3863,,,,,,,,,,
42,Alaska,AK,00,H6AK00185,,Eva L.,Ince,"Ince, Eva L.",,GRE,3620,100%,,,1819,0.775213620575763%,,,,,
43,Alaska,AK,00,,,,,,Party Votes:,GRE,3620,,,,,,,,,,
44,Alaska,AK,00,H6AK00219,,"William W. ""Bill""",Ratigan,"Ratigan, William W. ""Bill""",,IPN,,,,,1615,0.688273775277547%,,,,,
45,Alaska,AK,00,,,,Scattered,Scattered,,W,,,,,560,0.238658398857849%,,,,,
46,Alaska,AK,00,,,,,,District Votes:,,129145,,,,234645,,,,,,
47,Alaska,AK,H,,,,,,House Votes:,,129145,,,,234645,,,,,,
48,American Samoa,AS,00,H0AS00018,(I),Eni F.H. Faleomavaega,Hunkin,"Hunkin, Eni F.H. Faleomavaega",,DEM,n/a,,,,5195,47.0860146832231%,,,,,1
49,American Samoa,AS,00,H4AS00036,,Amata Aumua,Coleman,"Coleman, Amata Aumua",,REP,n/a,,,,4493,40.7232846913804%,,,,,1
50,American Samoa,AS,00,H6AS00023,,"Muavaefaatasi Ae, Jr.",Ae,"Ae, Muavaefaatasi Ae, Jr.",,IND,n/a,,,,1345,12.1907006253965%,,,,,1
51,American Samoa,AS,00,,,,,,District Votes:,,,,,,11033,,,,,,1
52,American Samoa,AS,H,,,,,,House Votes:,,,,,,11033,,,,,,1
53,Arizona,AZ,S,S4AZ00030,(I),Jon ,Kyl,"Kyl, Jon ",,REP,297636,99.9479500723662%,,,814398,53.340817484094%,,,,,
54,Arizona,AZ,S,S6AZ00159,,Michael,Aloisi,"Aloisi, Michael",,W(REP),155,0.0520499276338103%,,,,,,,,,
55,Arizona,AZ,S,,,,,,Party Votes:,REP,297791,,,,,,,,,,
56,Arizona,AZ,S,S6AZ00142,,Jim,Pederson,"Pederson, Jim",,DEM,214455,,,,664141,43.4993993903517%,,,,,
57,Arizona,AZ,S,,,,,,Party Votes:,DEM,214455,,,,,,,,,,
58,Arizona,AZ,S,S6AZ00175,,Richard,Mack,"Mack, Richard",,LBT,3311,100%,,,48231,3.15899715872993%,,,,,
59,Arizona,AZ,S,,,,,,Party Votes:,LBT,3311,,,,,,,,,,
60,Arizona,AZ,S,S6AZ00183,,Stephen the Penny Man,Baker,"Baker, Stephen the Penny Man",,W,,,,,7,0.000458480647531868%,,,,,
61,Arizona,AZ,S,S6AZ00191,,Ray,Caplette,"Caplette, Ray",,W,,,,,5,0.000327486176808477%,,,,,
62,Arizona,AZ,S,,,,,,Senate Votes:,,515557,,,,1526782,,,,,,
63,Arizona,AZ,01,H2AZ01172,(I),Rick,Renzi,"Renzi, Rick",,REP,37664,100%,,,105646,51.7519925149041%,,,,,
64,Arizona,AZ,01,,,,,,Party Votes:,REP,37664,,,,,,,,,,
65,Arizona,AZ,01,H6AZ00035,,Ellen,Simon,"Simon, Ellen",,DEM,20273,52.7819000755031%,,,88691,43.4463772233625%,,,,,
66,Arizona,AZ,01,H6AZ01157,,Susan,Friedman,"Friedman, Susan",,DEM,7062,18.3863157072561%,,,,,,,,,
67,Arizona,AZ,01,H4AZ01129,,Bob,Donahue,"Donahue, Bob",,DEM,5927,15.7365123194562%,,,,,,,,,
68,Arizona,AZ,01,H6AZ01132,,Mike,Caccioppoli,"Caccioppoli, Mike",,DEM,3635,9.65112574341546%,,,,,,,,,
69,Arizona,AZ,01,H6AZ01140,,Vic,McKerlie,"McKerlie, Vic",,DEM,1512,3.93657736468015%,,,,,,,,,
70,Arizona,AZ,01,,,,,,Party Votes:,DEM,38409,,,,,,,,,,
71,Arizona,AZ,01,H6AZ01165,,David,Schlosser,"Schlosser, David",,LBT,606,100%,,,9802,4.80163026173343%,,,,,
72,Arizona,AZ,01,,,,,,Party Votes:,LBT,606,,,,,,,,,,
73,Arizona,AZ,01,,,,,,District Votes:,,76679,,,,204139,,,,,,
74,Arizona,AZ,02,H4AZ04024,(I),Trent,Franks,"Franks, Trent",,REP,51386,100%,,,135150,58.6181471200555%,,,,,
75,Arizona,AZ,02,,,,,,Party Votes:,REP,51386,,,,,,,,,,
76,Arizona,AZ,02,H6AZ02155,,John,Thrasher,"Thrasher, John",,DEM,11521,46.7383367139959%,,,89671,38.8926960444136%,,,,,
77,Arizona,AZ,02,H0AZ03248,,Gene,Scharer,"Scharer, Gene",,DEM,8462,34.3286004056795%,,,,,,,,,
78,Arizona,AZ,02,H6AZ02163,,"Suchindran ""Chat""",Chatterjee,"Chatterjee, Suchindran ""Chat""",,DEM,4667,18.9330628803245%,,,,,,,,,
79,Arizona,AZ,02,,,,,,Party Votes:,DEM,24650,,,,,,,,,,
80,Arizona,AZ,02,H4AZ02119,,Powell,Gammill,"Gammill, Powell",,LBT,494,100%,,,5734,2.48698820263706%,,,,,
81,Arizona,AZ,02,H6AZ00027,,William,Crum,"Crum, William",,W,,,,,5,0.00216863289382373%,,,,,
82,Arizona,AZ,02,,,,,,Party Votes:,LBT,494,,,,,,,,,,
83,Arizona,AZ,02,,,,,,District Votes:,,76530,,,,230560,,,,,,
84,Arizona,AZ,03,H4AZ04016,(I),John,Shadegg,"Shadegg, John",,REP,35763,100%,,,112519,59.2676284836897%,,,,,
85,Arizona,AZ,03,,,,,,Party Votes:,REP,35763,,,,,,,,,,
86,Arizona,AZ,03,H6AZ03146,,Herb,Paine,"Paine, Herb",,DEM,7902,50.4179161615517%,,,72586,38.2335435003608%,,,,,
87,Arizona,AZ,03,H6AZ03153,,Don,Chilton,"Chilton, Don",,DEM,7759,49.5055190454923%,,,,,,,,,
88,Arizona,AZ,03,H6AZ03161,,Jim,McCoy,"McCoy, Jim",,W(DEM),12,0.0765647929560391%,,,,,,,,,
89,Arizona,AZ,03,,,,,,Party Votes:,DEM,15673,,,,,,,,,,
90,Arizona,AZ,03,H4AZ04073,,Mark,Yannone,"Yannone, Mark",,LBT,322,100%,,,4744,2.49882801594952%,,,,,
91,Arizona,AZ,03,,,,,,Party Votes:,LBT,322,,,,,,,,,,
92,Arizona,AZ,03,,,,,,District Votes:,,51758,,,,189849,,,,,,
93,Arizona,AZ,04,H2AZ02055,(I),Ed,Pastor,"Pastor, Ed",,DEM,14833,100%,,,56464,72.5189761241186%,,,,,
94,Arizona,AZ,04,,,,,,Party Votes:,DEM,14833,,,,,,,,,,
95,Arizona,AZ,04,H2AZ04101,,Don,Karg,"Karg, Don",,REP,7175,100%,,,18627,23.9234019599029%,,,,,
96,Arizona,AZ,04,,,,,,Party Votes:,REP,7175,,,,,,,,,,
97,Arizona,AZ,04,H6AZ04169,,Ronald,Harders,"Harders, Ronald",,W(LBT)/LBT,12,100%,,,2770,3.55762191597847%,,,,,
98,Arizona,AZ,04,,,,,,Party Votes:,LBT,12,,,,,,,,,,
99,Arizona,AZ,04,,,,,,District Votes:,,22020,,,,77861,,,,,,
100,Arizona,AZ,05,H6AZ05067,,Harry,Mitchell,"Mitchell, Harry",,DEM,20852,100%,,,101838,50.4123558239691%,,,,,
101,Arizona,AZ,05,,,,,,Party Votes:,DEM,20852,,,,,,,,,,
102,Arizona,AZ,05,H4AZ06052,(I),J.D.,Hayworth,"Hayworth, J.D.",,REP,38275,100%,,,93815,46.4407702588981%,,,,,
103,Arizona,AZ,05,,,,,,Party Votes:,REP,38275,,,,,,,,,,
104,Arizona,AZ,05,H2AZ05124,,Warren,Severin,"Severin, Warren",,LBT,387,100%,,,6357,3.14687391713282%,,,,,
105,Arizona,AZ,05,,,,,,Party Votes:,LBT,387,,,,,,,,,,
106,Arizona,AZ,05,,,,,,District Votes:,,59514,,,,202010,,,,,,
107,Arizona,AZ,06,H0AZ01184,(I),Jeff,Flake,"Flake, Jeff",,REP,43199,100%,,,152201,74.7967919168886%,,,,,
108,Arizona,AZ,06,,,,,,Party Votes:,REP,43199,,,,,,,,,,
109,Arizona,AZ,06,H6AZ06040,,Jason M.,Blair,"Blair, Jason M.",,W(LBT)/LBT,19,100%,,,51285,25.2032080831114%,,,,,
110,Arizona,AZ,06,,,,,,Party Votes:,LBT,19,,,,,,,,,,
111,Arizona,AZ,06,,,,,,District Votes:,,43218,,,,203486,,,,,,
112,Arizona,AZ,07,H2AZ07070,(I),Raul,Grijalva,"Grijalva, Raul",,DEM,26604,100%,,,80354,61.0940885763163%,,,,,
113,Arizona,AZ,07,,,,,,Party Votes:,DEM,26604,,,,,,,,,,
114,Arizona,AZ,07,H6AZ07014,,Ron,Drake,"Drake, Ron",,REP,10022,60.420811478869%,,,46498,35.3529747196351%,,,,,
115,Arizona,AZ,07,H4AZ02010,,Joseph,Sweeney,"Sweeney, Joseph",,REP,6565,39.579188521131%,,,,,,,,,
116,Arizona,AZ,07,,,,,,Party Votes:,REP,16587,,,,,,,,,,
117,Arizona,AZ,07,H6AZ07022,,Joe,Cobb,"Cobb, Joe",,W(LBT)/LBT,13,100%,,,4673,3.55293670404866%,,,,,
118,Arizona,AZ,07,,,,,,Party Votes:,LBT,13,,,,,,,,,,
119,Arizona,AZ,07,,,,,,District Votes:,,43204,,,,131525,,,,,,
120,Arizona,AZ,08,H6AZ08038,,Gabrielle,Giffords,"Giffords, Gabrielle",,DEM,33375,54.3487111009787%,,,137655,54.25469020968%,,,,,
121,Arizona,AZ,08,H6AZ08061,,Patty,Weiss,"Weiss, Patty",,DEM,19148,31.1810972333046%,,,,,,,,,
122,Arizona,AZ,08,H6AZ08020,,"Jeffrey Lynn ""Jeff""",Latas,"Latas, Jeffrey Lynn ""Jeff""",,DEM,3687,6.00400592746991%,,,,,,,,,
123,Arizona,AZ,08,H6AZ08095,,Alex,Rodriguez,"Rodriguez, Alex",,DEM,2855,4.6491556612223%,,,,,,,,,
124,Arizona,AZ,08,H6AZ08111,,"William ""Bill""",Johnson,"Johnson, William ""Bill""",,DEM,1768,2.87905681577619%,,,,,,,,,
125,Arizona,AZ,08,H6AZ08046,,Francine,Shacter,"Shacter, Francine",,DEM,576,0.937973261248351%,,,,,,,,,
126,Arizona,AZ,08,,,,,,Party Votes:,DEM,61409,,,,,,,,,,
127,Arizona,AZ,08,H4AZ08017,,Randy,Graf,"Graf, Randy",,REP,27063,42.2357825082714%,,,106790,42.0897051868201%,,,,,
128,Arizona,AZ,08,H6AZ08087,,Steve,Huffman,"Huffman, Steve",,REP,24119,37.6412385292465%,,,,,,,,,
129,Arizona,AZ,08,H6AZ08079,,Mike,Hellon,"Hellon, Mike",,REP,8095,12.6334352955865%,,,,,,,,,
130,Arizona,AZ,08,H6AZ08129,,Frank,Antenori,"Antenori, Frank",,REP,2724,4.25120169798364%,,,,,,,,,
131,Arizona,AZ,08,H6AZ08012,,Mike (Michael T.),Jenkins,"Jenkins, Mike (Michael T.)",,REP,2075,3.23834196891192%,,,,,,,,,
132,Arizona,AZ,08,,,,,,Party Votes:,REP,64076,,,,,,,,,,
133,Arizona,AZ,08,H6AZ08137,,David F.,Nolan,"Nolan, David F.",,LBT,516,100%,,,4849,1.91116191076778%,,,,,
134,Arizona,AZ,08,,,,,,Party Votes:,LBT,516,,,,,,,,,,
135,Arizona,AZ,08,H6AZ08103,,Jay,Quick,"Quick, Jay",,IND,,,,,4408,1.73734825792212%,,,,,
136,Arizona,AZ,08,H6AZ08145,,Russ,Dove,"Dove, Russ",,W,,,,,7,0.00275894687056598%,,,,,
137,Arizona,AZ,08,H6AZ08160,,Paul ,Price,"Price, Paul ",,W,,,,,7,0.00275894687056598%,,,,,
138,Arizona,AZ,08,H6AZ08152,,"Leo F., Sr.",Kimminau,"Kimminau, Leo F., Sr.",,W,,,,,4,0.00157654106889484%,,,,,
139,Arizona,AZ,08,,,,,,District Votes:,,126001,,,,253720,,,,,,
140,Arizona,AZ,H,,,,,,House Votes:,,498924,,,,1493150,,,,,,
141,Arkansas,AR,01,H6AR01072,(I),Marion,Berry,"Berry, Marion",,DEM,Unopposed,,,,127577,69.264555779964%,,,,,
142,Arkansas,AR,01,H6AR01106,,"Mickey ""Stubby""",Stumbaugh,"Stumbaugh, Mickey ""Stubby""",,REP,Unopposed,,,,56611,30.7354442200361%,,,,,
143,Arkansas,AR,01,,,,,,District Votes:,,,,,,184188,,,,,,
144,Arkansas,AR,02,H6AR02203,(I),Vic,Snyder,"Snyder, Vic",,DEM,Unopposed,,,,124871,60.5279612996418%,,,,,
145,Arkansas,AR,02 ,H6AR02229,,Andy,Mayberry,"Mayberry, Andy",,REP,12460,77.3048765355503%,,,81432,39.4720387003582%,,,,,
146,Arkansas,AR,02,H6AR02237,,Tom,Formicola,"Formicola, Tom",,REP,3658,22.6951234644497%,,,,,,,,,
147,Arkansas,AR,02,,,,,,Party Votes:,REP,16118,,,,,,,,,,
148,Arkansas,AR,02,,,,,,District Votes:,,16118,,,,206303,,,,,,
149,Arkansas,AR,03,H2AR03176,(I),John,Boozman,"Boozman, John",,REP,Unopposed,,,,125039,62.2319882144492%,,,,,
150,Arkansas,AR,03,H6AR03086,,Woodrow,Anderson,"Anderson, Woodrow",,DEM,Unopposed,,,,75885,37.7680117855508%,,,,,
151,Arkansas,AR,03,,,,,,District Votes:,,,,,,200924,,,,,,
152,Arkansas,AR,04,H0AR04038,(I),Mike,Ross,"Ross, Mike",,DEM,Unopposed,,,,128236,74.7313457190144%,,,,,
153,Arkansas,AR,04,H6AR04068,,Joe,Ross,"Ross, Joe",,REP,Unopposed,,,,43360,25.2686542809856%,,,,,
154,Arkansas,AR,04,,,,,,District Votes:,,,,,,171596,,,,,,
155,Arkansas,AR,H,,,,,,House Votes:,,16118,,,,763011,,,,,,
156,California,CA,S,S0CA00199,(I),Dianne,Feinstein,"Feinstein, Dianne",,DEM,2176888,86.9583349478243%,,,5076289,59.4310514950812%,,,,,
157,California,CA,S,S6CA00527,,Colleen ,Fernald,"Fernald, Colleen ",,DEM,199180,7.95647785044874%,,,,,,,,,
158,California,CA,S,S6CA00519,,Martin Luther,Church,"Church, Martin Luther",,DEM,127301,5.08518720172695%,,,,,,,,,
159,California,CA,S,,,,,,Party Votes:,DEM,2503369,,,,,,,,,,
160,California,CA,S,S6CA00501,,"Richard ""Dick""",Mountjoy,"Mountjoy, Richard ""Dick""",,REP,1560472,100%,,,2990822,35.0152830728553%,,,,,
161,California,CA,S,,,,,,Party Votes:,REP,1560472,,,,,,,,,,
162,California,CA,S,S6CA00485,,Todd ,Chretien,"Chretien, Todd ",,GRE,12821,46.1386209874766%,,,147074,1.72188038694952%,,,,,
163,California,CA,S,S6CA00535,,Tian ,Harter,"Harter, Tian ",,GRE,10318,37.1311357420469%,,,,,,,,,
164,California,CA,S,S6CA00543,,Kent P.,Mesplay,"Mesplay, Kent P.",,GRE/W,4649,16.7302432704765%,,,160,0.00187321254546638%,,,,,
165,California,CA,S,,,,,,Party Votes:,GRE,27788,,,,,,,,,,
166,California,CA,S,S6CA00550,,Michael S.,Metti,"Metti, Michael S.",,LBT,16742,100%,,,133851,1.56707107764513%,,,,,
167,California,CA,S,,,,,,Party Votes:,LBT,16742,,,,,,,,,,
168,California,CA,S,S4CA00357,,Marsha ,Feinland,"Feinland, Marsha ",,PAF,4109,100%,,,117764,1.37873126377689%,,,,,
169,California,CA,S,,,,,,Party Votes:,PAF,4109,,,,,,,,,,
170,California,CA,S,S4CA00332,,Don J.,Grundmann,"Grundmann, Don J.",,AIP,30787,100%,,,75350,0.882166033130574%,,,,,
171,California,CA,S,,,,,,Party Votes:,AIP,30787,,,,,,,,,,
172,California,CA,S,,,Jeffrey,Mackler,"Mackler, Jeffrey",,W,,,,,108,0.00126441846818981%,,,,,
173,California,CA,S,,,Lea,Sherman,"Sherman, Lea",,W,,,,,47,0.000550256185230749%,,,,,
174,California,CA,S,,,Connor,Vlakancic,"Vlakancic, Connor",,W,,,,,11,0.000128783362500814%,,,,,
175,California,CA,S,,,,,,Senate Votes:,,4143267,,,,8541476,,,,,,
176,California,CA,01,H8CA01109,(I),Mike ,Thompson,"Thompson, Mike ",,DEM,79138,100%,,,144409,66.2292931701858%,,,,,
177,California,CA,01,,,,,,Party Votes:,DEM,79138,,,,,,,,,,
178,California,CA,01,H6CA01152,,John W.,Jones,"Jones, John W.",,REP,41953,100%,,,63194,28.9822237713489%,,,,,
179,California,CA,01,,,,,,Party Votes:,REP,41953,,,,,,,,,,
180,California,CA,01,H0CA01130,,Pamela,Elizondo,"Elizondo, Pamela ",,GRE,2952,100%,,,6899,3.16404028544697%,,,,,
181,California,CA,01,,,,,,Party Votes:,GRE,2952,,,,,,,,,,
182,California,CA,01,H6CA001160,,Timothy J.,Stock,"Stock, Timothy J.",,PAF,168,100%,,,3503,1.60655647483994%,,,,,
183,California,CA,01,,,,,,Party Votes:,PAF,168,,,,,,,,,,
184,California,CA,01,,,Carol,Wolman,"Wolman, Carol",,W,,,,,39,0.0178862981783493%,,,,,
185,California,CA,01,,,,,,District Votes:,,124211,,,,218044,,,,,,
186,California,CA,02,H6CA02010,(I),Wally ,Herger,"Herger, Wally ",,REP,69669,100%,,,134911,64.1815967497931%,,,,,
187,California,CA,02,,,,,,Party Votes:,REP,69669,,,,,,,,,,
188,California,CA,02,H4CA02072,,A. J.,Sekhon,"Sekhon, A. J.",,DEM,23663,55.0084850175512%,,,68234,32.4611564114518%,,,,,
189,California,CA,02,H6CA02192,,Bill ,Falzett,"Falzett, Bill ",,DEM,19311,44.8915545017086%,,,,,,,,,
190,California,CA,02,H6CA02218,,Robert,Seals,"Seals, Robert",,W(DEM),43,0.0999604807401725%,,,,,,,,,
191,California,CA,02,,,,,,Party Votes:,DEM,43017,,,,,,,,,,
192,California,CA,02,H6CA02200,,E. Kent,Hinesley,"Hinesley, E. Kent",,LBT,570,100%,,,7057,3.3572468387551%,,,,,
193,California,CA,02,,,,,,Party Votes:,LBT,570,,,,,,,,,,
194,California,CA,02,,,,,,District Votes:,,113256,,,,210202,,,,,,
195,California,CA,03,H6CA34112,(I),Dan,Lungren,"Lungren, Dan",,REP,56968,100%,,,135709,59.4774049060126%,,,,,
196,California,CA,03,,,,,,Party Votes:,REP,56968,,,,,,,,,,
197,California,CA,03,H6CA03091,,Bill,Durston,"Durston, Bill",,DEM,42980,100%,,,86318,37.830730730292%,,,,,
198,California,CA,03,,,,,,Party Votes:,DEM,42980,,,,,,,,,,
199,California,CA,03,H8CA05134,,Douglas Arthur,Tuma,"Tuma, Douglas Arthur",,LBT,465,100%,,,3772,1.65316059587411%,,,,,
200,California,CA,03,,,,,,Party Votes:,LBT,465,,,,,,,,,,
201,California,CA,03,H6CA03109,,Michael,Roskey,"Roskey, Michael",,PAF,83,100%,,,2370,1.03870376782122%,,,,,
202,California,CA,03,,,,,,Party Votes:,PAF,83,,,,,,,,,,
203,California,CA,03,,,,,,District Votes:,,100496,,,,228169,,,,,,
204,California,CA,04,H0CA14042,(I),John T.,Doolittle,"Doolittle, John T.",,REP,63731,67.160907548502%,,,135818,49.0507163416916%,,,,,
205,California,CA,04,H6CA04107,,J.M. (Mike),Holmes,"Holmes, J.M. (Mike)",,REP,31162,32.839092451498%,,,,,,,,,
206,California,CA,04,,,,,,Party Votes:,REP,94893,,,,,,,,,,
207,California,CA,04,H6CA04123,,Charlie,Brown,"Brown, Charlie",,DEM,26241,46.2934866981864%,,,126999,45.8657315280632%,,,,,
208,California,CA,04,H6CA04115,,Lisa,Rea,"Rea, Lisa",,DEM,19038,33.5861971632207%,,,,,,,,,
209,California,CA,04,H6CA04149,,Michael ,Hamersley,"Hamersley, Michael ",,DEM,11405,20.1203161385929%,,,,,,,,,
210,California,CA,04,,,,,,Party Votes:,DEM,56684,,,,,,,,,,
211,California,CA,04,H6CA04131,,Dan ,Warren,"Warren, Dan ",,LBT,672,100%,,,14076,5.08355213024526%,,,,,
212,California,CA,04,,,,,,Party Votes:,LBT,672,,,,,,,,,,
213,California,CA,04,,,,,,District Votes:,,152249,,,,276893,,,,,,
214,California,CA,05,H6CA05195,(I),Doris O.,Matsui,"Matsui, Doris O.",,DEM,52951,100%,,,105676,70.7971004783407%,,,,,
215,California,CA,05,,,,,,Party Votes:,DEM,52951,,,,,,,,,,
216,California,CA,05,H6CA05328,,Claire,Yan,"Yan, Claire",,REP,19005,100%,,,35106,23.5190867310707%,,,,,
217,California,CA,05,,,,,,Party Votes:,REP,19005,,,,,,,,,,
218,California,CA,05,H6CA05310,,Jeff ,Kravitz,"Kravitz, Jeff ",,GRE,720,100%,,,6466,4.33186392078571%,,,,,
219,California,CA,05,,,,,,Party Votes:,GRE,720,,,,,,,,,,
220,California,CA,05,H4CA05240,,John C.,Reiger,"Reiger, John C.",,PAF,186,100%,,,2018,1.3519488698029%,,,,,
221,California,CA,05,,,,,,Party Votes:,PAF,186,,,,,,,,,,
222,California,CA,05,,,,,,District Votes:,,72862,,,,149266,,,,,,
223,California,CA,06,H2CA01045,(I),Lynn ,Woolsey,"Woolsey, Lynn ",,DEM,72058,66.160456874231%,,,173190,70.2231701185591%,,,,,
224,California,CA,06,H2CA06101,,Joe,Nation,"Nation, Joe",,DEM,36845,33.8294434140698%,,,,,,,,,
225,California,CA,06,H6CA06193,,Mike ,Halliwell,"Halliwell, Mike ",,W(DEM),11,0.0100997116991388%,,,,,,,,,
226,California,CA,06,,,,,,Party Votes:,DEM,108914,,,,,,,,,,
227,California,CA,06,H6CA06185,,Todd,Hooper,"Hooper, Todd",,REP,19448,57.3805800607795%,,,64405,26.114228716934%,,,,,
228,California,CA,06,H6CA06193,,Mike ,Halliwell,"Halliwell, Mike ",,REP/W,14445,42.6194199392205%,,,5,0.00202734482702694%,,,,,
229,California,CA,06,,,,,,Party Votes:,REP,33893,,,,,,,,,,
230,California,CA,06,H6CA06201,,Richard W.,Friesen,"Friesen, Richard W.",,LBT,659,100%,,,9028,3.66057381967984%,,,,,
231,California,CA,06,,,,,,Party Votes:,LBT,659,,,,,,,,,,
232,California,CA,06,,,,,,District Votes:,,143466,,,,246628,,,,,,
233,California,CA,07,H6CA07043,(I),George ,Miller,"Miller, George ",,DEM,57308,100%,,,118000,83.9941346468687%,,,,,
234,California,CA,07,,,,,,Party Votes:,DEM,57308,,,,,,,,,,
235,California,CA,07,H6CA07118,,Camden,McConnell,"McConnell, Camden",,LBT,333,100%,,,22486,16.0058653531313%,,,,,
236,California,CA,07,,,,,,Party Votes:,LBT,333,,,,,,,,,,
237,California,CA,07,,,,,,District Votes:,,57641,,,,140486,,,,,,
238,California,CA,08,H8CA05035,(I),Nancy ,Pelosi,"Pelosi, Nancy ",,DEM,77976,100%,,,148435,80.3920081889525%,,,,,
239,California,CA,08,,,,,,Party Votes:,DEM,77976,,,,,,,,,,
240,California,CA,08,H6CA08140,,Mike ,DeNunzio,"DeNunzio, Mike ",,REP,7260,75.7907923582837%,,,19800,10.7236282692172%,,,,,
